,polarity,subjectivity
Murder In The Graveyard_Screaming Lord Sutch_1982,-0.38055555555555554,0.5259259259259259
Murder One_Bone Thugs-N-Harmony_2000,0.11459342801448064,0.5283263714842662
Murphy Lee_Murphy Lee  Zee_2003,0.09612044817927173,0.576825396825397
Music And Politics_The Disposable Heroes Of Hiphoprisy_1992,0.02305555555555554,0.6173611111111111
Music For The Head_Porcupine Tree_1991,0.0,0.0
Music In Dreamland_Be Bop Deluxe_1975,0.1670454545454545,0.2755681818181818
Music Of The Sun_Rihanna_2005,0.290995670995671,0.7838744588744588
Music Reach (1234) (Remastered)_The Prodigy_1992,0.0,0.0
Musical 69_Pepper_2008,0.1252579365079365,0.19373015873015872
Must Have Been The Devil_Otis Spann_1990,0.23514957264957262,0.5914529914529916
Mutations_Salt The Wound_2009,-0.11018518518518516,0.6011574074074074
My Baby (Feat Kanye West)_Janet Jackson Featuring Kanye West_2004,0.190036231884058,0.448731884057971
My Baby_Bukka White_1965,-0.027305702110389615,0.3728546626984126
My Butcher Man_Memphis Minnie_1991,0.1544753086419753,0.45895061728395053
MY CONSOLATION (LP Version)_Silverstein_2006,-0.18333333333333335,0.32083333333333336
My Dear_Tha Liks featuring Defari_2001,0.07607142857142855,0.452983312983313
My Fault (LP Version)_Faces_1973,0.17142857142857143,0.7142857142857143
My FoFo  (Album Version - Amended)_Fat Joe_2005,-0.02198384002361275,0.5786747343565524
My God  (Audio Adrenaline Album Version)_Audio Adrenaline_1992,0.05533346861471861,0.28407738095238094
My Heart Is Yearning_NOFX_1994,0.7,0.8
My Heart's Desire_Kane_2004,-0.05166666666666667,0.37166666666666665
MY HERIONE (Acoustic Version)_Silverstein_2006,-0.10769230769230768,0.5653846153846154
My Jesus_ I Love Thee_Glad_1973,0.13444264069264067,0.494047619047619
My Lady From South Of Detroit (LP Version)_Cactus_2004,-0.015440115440115426,0.5052669552669552
My Last Date (With You)_Skeeter Davis_1988,0.13100649350649352,0.375974025974026
My Life Is Totally Boring Without You_Cracker_1998,-0.35,0.6937500000000001
My Life Would Suck Without You_Kelly Clarkson_2009,0.10416666666666667,0.6583333333333334
My Little Blue One_Cowboy Mouth_1992,0.022115384615384613,0.43846153846153846
My Little Girl_The Jeff Healey Band_1988,0.17258771929824562,0.557236842105263
My Lord_David Banner  Sky  Marcus_2003,0.012968434343434341,0.5604217171717172
My Love_Irish Tenors_2001,0.07818986568986572,0.5872405372405374
My Maria (LP Version)_Martin Sexton_1998,0.10726495726495726,0.44081196581196586
My Melody Of Love_Ray Conniff_2005,0.19120982552800736,0.5894031221303947
My Mind's Eye_Small Faces_1966,-0.15,0.55
My Never_Blue October_2009,0.048484848484848485,0.4555555555555555
My Own Way_Evolution_1989,0.1785714285714286,0.5984126984126985
My Party (Kenna Remix)_Kings Of Leon_2007,0.2114512471655329,0.4320861678004535
My Pillow_Roger Miller_1977,0.18888888888888888,0.5444444444444445
My Prerogative_Britney Spears_2004,0.018025493025493007,0.6038756613756615
My Record Company_K's Choice_1995,-0.17522321428571427,0.5015873015873016
My Saviour Is Lord_Oak Ridge Boys_1984,0.20256734006734003,0.6453703703703703
My Sweet Loving Man_Skeeter Davis_1970,0.5243827160493825,0.7901234567901233
My Way (Alternate Studio Version)_The Sex Pistols_2014,0.10338345864661654,0.5742272347535505
My Way_Little Milton_1995,0.3128851540616246,0.5413165266106441
Mykel And Carli_Weezer_2004,0.04441520467836256,0.41567251461988297
Mystic River_Blue Rodeo_2007,0.017543859649122803,0.4201754385964912
Myth Takes_!!!_2007,0.03671875,0.4546875000000001
MÃ¡s Y MÃ¡s_Mazz_1979,0.0,0.0
MÃ¤dchen mit Plan_2raumwohnung_2002,0.2,0.6
Nadine_Arc Angels_1992,0.1885957792207792,0.5973079004329003
Naked In The Rain (Album Version)_Red Hot Chili Peppers_1991,0.034635416666666675,0.48046875
Naked_Jennifer Brown_1998,-0.10714285714285711,0.43809523809523815
Narcotic_Methods Of Mayhem  Scott Kirkland_1999,0.26666666666666666,0.6555555555555554
Nashville Parthenon_Casiotone For The Painfully Alone_2006,-0.02380952380952381,0.19047619047619047
Natural (2002 Digital Remaster)_ARRESTED DEVELOPMENT_2002,0.1410277777777777,0.4877817460317459
Natural High (Interlude)_Ms Dynamite_2002,-0.041746031746031746,0.6036507936507935
Nature Boy_Rick Astley_2005,0.3545,0.7663333333333334
NE Thang_Natural Elements_2009,-0.06454822954822956,0.5217826617826616
Near My Soul_The Sonics_1996,0.2993551587301587,0.5990079365079365
Need (LP Version)_Cindy Morgan_1996,0.21140740740740743,0.5219259259259259
Need To Belong To Someone_The Impressions_1972,0.14476190476190476,0.5823809523809522
Need To Shout_Architecture In Helsinki_2005,-0.02888888888888889,0.32
Need_Tyrone Wells_2005,-0.1285714285714286,0.5577922077922077
Negativ Song_Headliners_2006,-0.2,0.8
Neighbor_ Neighbor_Jimmy Hughes_1964,-0.017901234567901235,0.44753086419753085
Neir_Mau Mau_1992,0.0,0.0
Nena NeurÃ³tica_Alejandro Lerner_2003,0.0,0.0
Neon Psychedelia_Sweet_2002,0.026648841354723705,0.3892156862745098
Neon Rainbow_The Box Tops_1967,0.3078512396694215,0.575
Nervous Breakdown_Nerf Herder_2002,-0.10042735042735045,0.326068376068376
Nevada's Grace (Album Version)_Atreyu_2004,0.03666666666666666,0.3866666666666666
Never Again (Album Version)_Killswitch Engage_2009,-0.2,0.4
Never Again_Kelly Clarkson_2007,0.04924812030075188,0.3538847117794485
Never Alone_Open Hand_1999,0.03948412698412698,0.4023313492063493
Never Alone_Walter Hawkins_1978,-0.2875,0.5916666666666667
Never Be Ready_Mat Kearney_2009,0.24290123456790122,0.5126543209876543
Never Fall_Bruisers_1995,0.24535714285714286,0.6508730158730158
Never Forget Me_Bone Thugs-N-Harmony  Akon_2007,0.06020833333333331,0.4141383219954648
Never Gonna Be The Same_Danny Wilson_1989,-0.083030303030303,0.39795454545454545
Never Gonna Give You Up_Musical Youth_1982,0.23693552061973114,0.5428206880838459
Never Gonna Give You Up_Rick Astley_1987,-0.1587962962962963,0.4041666666666667
Never Look Back_Blue Rodeo_2009,0.016666666666666694,0.13472222222222222
Never My Love_Kathy Troccoli_1994,0.3846153846153847,0.5769230769230769
Never Tell_The Primitives_1989,0.1271604938271605,0.5182098765432098
Never Wanted to Dance (Live In London)_Mindless Self Indulgence_2008,0.11818181818181817,0.7090909090909092
New Born Soul_The Blind Boys Of Alabama_2005,0.13703703703703699,0.4574074074074075
New Detroit_Neon Blonde_2005,0.04721074380165289,0.3620867768595041
New Friend Request (Amended Version)_Gym Class Heroes_2006,0.13002015621063237,0.5257999496094734
New Kind Of Mambo_Big Maybelle_1994,0.20888218923933213,0.49559369202226355
New Meaning_Mudhoney_2008,0.16818181818181818,0.5606060606060607
New Morning (Live)_Nick Cave and The Bad Seeds_1993,0.2321212121212121,0.5337373737373737
New Pin (edit)_Oceansize_2005,0.17571595071595067,0.49255744255744244
New Pony_Bob Dylan_1978,0.03787878787878788,0.47556818181818183
New Sensation_Snow Patrol_2009,0.14533085961657397,0.5337291280148423
New York (Dave Goodman Demo Version) (Explicit)_Sex Pistols_2014,-0.09146464646464647,0.5164141414141413
New York_U2_2000,0.10865256336954453,0.43551553268534376
Next Year_Foo Fighters_1999,0.02794372294372294,0.16783549783549784
Nie Wieder (Live Version)_Pyranja_2006,0.43333333333333335,0.8555555555555556
Nie Wieder (Toktok RMX)_Pyranja_2006,0.43333333333333335,0.8555555555555556
Niggas Die 4 Me_Drag-On  DMX_2000,-0.006261904761904758,0.5326904761904762
Night And Day_Oscar Peterson Trio_2006,0.1013997113997114,0.5858928571428571
Night Falls (The Weight Of It)_Strata_2007,0.03351851851851853,0.5409259259259259
Night is the Notion_Dax Riggs_2007,-0.15,0.4
Night Life_Charlie McCoy_1991,0.18867724867724867,0.4557142857142857
Night Terrors (Album Version)_Static-X_2005,-0.18571428571428572,0.55
Night Time Blues_Ma Rainey_2005,-0.02502334267040149,0.60765639589169
Ninety Miles An Hour_John Berry_1994,-0.12234920634920636,0.4605396825396827
Ninja Mental_Illya Kuryaki And The Valderramas_1996,-0.04,0.21999999999999997
Ninja Tattoo_Shanadoo_2006,0.0,0.0
No 6 The Coombe_The Chieftains_1977,0.0,0.0
No Angel (radioalbum)_Milk Inc_2006,0.18367346938775508,0.6908163265306123
No Answer (Outro)_Lollipop Lust Kill_2002,0.515625,0.6
No Buts - No Maybes_Professor Longhair_1993,-0.16249999999999998,0.625
No City - Instrumental_Aesop Rock_2008,0.0,0.0
No Comprimise_ No Regrets_Hanoi Rocks_2005,-0.02673069985569986,0.4762301587301586
No Control_Eddie_1982,0.06314285714285711,0.44114285714285717
No Escapin' This_Beatnuts_2001,0.0856793743890518,0.5298631476050832
No Good In Goodbye_Jason Michael Carroll_2007,0.24553571428571427,0.5705357142857143
No Hace Falta Que Lo Digas_Alejandro Lerner_1984,0.0,0.0
No Hay Manera_El Gran Combo De Puerto Rico_2006,0.0,0.0
No Love No Nothing_Marlene Dietrich_2013,-0.17500000000000002,0.48333333333333334
No Love To Give (LP Version)_The Rascals_2004,0.08481645270438376,0.5465380405035577
No Matter How She Done It_Tampa Red_1932,0.024999999999999994,0.45462962962962966
No Me Acuerdo_Alejandro Lerner_2007,0.0,0.0
No me imagino_Fran Perea_2005,0.0,0.0
No Next Time_Ten Wheel Drive_1971,0.03696969696969697,0.30943181818181825
No One Hears You_Agnostic Front_2004,-0.3333333333333333,0.8
No Ordinary Love (Remastered LP Version)_Deftones_2005,0.26145833333333346,0.5392361111111114
No Quarter_Crowbar_1995,0.09479166666666666,0.5739583333333333
No Quieras Marcharte_Los Chichos_1984,0.0,0.0
No Regrets_Gob_2001,0.14333333333333337,0.33999999999999997
No Reply (Demo)_Buzzcocks_2008,-0.15,0.45
No Safe Place_Pursuit Of Happiness_1990,0.05138888888888889,0.5642592592592592
No Se Lo Que Me Da_Los Iracundos_0,0.0,0.0
No Stopping Us [Eagles Ballroom Live Version]_Jason Mraz_2002,0.21215277777777777,0.5336805555555555
No Sympathy For Fools_Behemoth_2002,0.04116161616161615,0.5518518518518518
No Te Apartes De Mi_Yahir_2013,0.0,0.0
No Volveras A Mi_KALIMBA_2007,0.0,0.0
No You Girls_Franz Ferdinand_2009,-0.0964285714285714,0.7178571428571427
Noche De Paz_SUMO_1987,0.09166666666666669,0.4
Noche Eterna_Beto y sus Canarios_0,0.0,0.0
Noches Arabes_Los Fabulosos Cadillacs_1986,0.0,0.0
Noites Cariocas (Minhas Noites Sem Sono)_Gal Costa_2002,0.0,0.0
Nonfiction_The Black Crowes_1994,0.12291666666666665,0.37750000000000006
Nos plus belles annÃ©es_Miossec_2009,0.0,0.0
Nossa DanÃ§a_Nana Caymmi_1979,0.0,0.0
Not Buried Deep Enough_The Gone Jackals_1995,0.27390109890109887,0.471978021978022
Not Right (Remastered LP Version)_The Stooges_1997,0.08,0.36142857142857143
Not Today_Hotwire_2003,-0.028070175438596513,0.4245614035087719
Nothin' On You [feat Bruno Mars] (Album Version)_BoB_2010,0.15222809461637288,0.38938613211001294
Nothing But The Best_White Heart_1993,0.3831439393939393,0.3030303030303029
Nothing In Rambling_Memphis Minnie_1995,0.08816137566137565,0.3594576719576719
Nothing Matters Anymore_Showbread_2009,0.12123842592592589,0.5096296296296298
Nothing To Hold Me_Jesus Jones_1990,-0.0027326839826839807,0.5198051948051948
Nothing To Lose_Boondox_2010,-0.0554443241943242,0.4296055796055796
Nothing To You_Milk Inc_2003,-0.10925925925925926,0.3189814814814815
Nothing's The Same (2002 Digital Remaster)_Gary Moore_1992,0.027002164502164496,0.2994047619047619
Nothing's The Same_Gary Moore_1992,0.027002164502164496,0.2994047619047619
Novakane_Black Sheep_2006,-0.17268814909659977,0.6094145682173853
November Has Come_Gorillaz_2005,0.07976124117428467,0.49065867707172045
Now I Got A Woman_John Mayall_2007,0.17554302422723475,0.6749582289055973
Now It's My Turn (Aqualite Mix)_Berlin_2004,0.20816326530612245,0.4410714285714285
Now We Know_Sugar Minott_2007,0.024867724867724865,0.41931216931216936
Nowhere To Run_Michael McDonald_2004,-0.029333333333333315,0.5993333333333336
No_Hot Chip_2007,-0.030847953216374263,0.5276315789473685
Nude With Boots_Melvins_2008,0.1208333333333333,0.5583333333333335
Numba 1 (Tide Is High)_Kardinal Offishall  Keri Hilson_2008,0.14579124579124583,0.5499013949013949
Number Nine (LP Version)_Richard Lloyd_1979,-0.009259259259259264,0.24814814814814815
Nunca Sabras_KALIMBA_2007,0.0,0.0
Nuoruusmuistoja_Erkki Junkkarinen_2002,0.0,0.0
Nuovi Re pt I I (feat Tek money - Lady Tambler)_Inoki_2007,0.06742424242424241,0.4914141414141413
O Brother_Monty Are I_2006,0.187037037037037,0.536574074074074
O Hiroteros Ehthros Mou_Peggy Zina_2009,0.0,0.0
O Morro (Live At El Matador_ San Francisco)_Sergio Mendes_1965,0.0,0.0
OAKtown_Casual_2004,-0.05902719690855286,0.6184409470002691
Objection (Tango)_Shakira_2001,0.06470588235294118,0.6235294117647059
Oblivious Darkness_Astarte_2002,0.004166666666666666,0.5265625
Obvious ( LP Version )_Jane's Addiction_1990,-0.007407407407407415,0.35185185185185186
Occasional Rain_Terry Callier_1972,0.1064102564102564,0.4044871794871795
Ocean Drive_Lighthouse Family_1995,0.02497245179063361,0.31469696969696953
Ocean Size (Album Version)_Goldfinger_2005,0.028853383458646596,0.430827067669173
October_U2_1981,0.05,0.1
Of Myth And Men (Album Version)_Red I Flight_2008,0.155,0.4980952380952381
Oh Doctor_Luis Alberto Spinetta_1994,0.0,0.0
Oh It's You_Super Cat_1992,0.145764119601329,0.625802879291251
Oh My God_Sticky Fingaz_2000,-0.02199406463557408,0.47360927332625424
Oh No_Daniel Johnston_1984,0.3086860656738281,0.39999999999999997
Oh Serena_The Distillers_2000,-0.15625,0.6749999999999999
Oh What A Feeling_Everly Brothers_2017,0.39999999999999997,0.5833333333333334
Oi Oi Oi_Cockney Rejects_1997,-0.005313918936965825,0.4145299145299147
Ol' Frank_George Jones_1986,0.20634920634920634,0.2793650793650794
Ol' Mother Earth (Album Version)_Tony Joe White_1993,0.21767676767676772,0.5050505050505051
Old Gobbler the Hound Dog_Johnny Horton_1998,0.048989898989898986,0.26161616161616164
Old Memory_Ashton Shepherd_2008,0.1423076923076923,0.3884615384615385
Old Shep_Red Foley_1936,0.21178571428571433,0.3526190476190476
Old Times Sake_Shelby Lynne_2005,0.05833333333333336,0.44999999999999996
Olive Oil_Happy Mondays_1987,0.15,0.3961538461538462
On Bended Knee_Boyz II Men_1994,0.08807778243262111,0.45677105152911607
On Efface_Julie Zenatti_2004,-0.0125,0.0
On Independence Day_Anti-Flag_2009,-0.24083416583416584,0.6542124542124543
On Misty Pathways_Mithotyn_1998,-0.09374999999999999,0.6708333333333334
On My Feet Again_Utopia_1971,0.022619047619047625,0.4755952380952381
On My Own (LP Version)_Debra Laws_2016,0.08130511463844797,0.684700176366843
On Tha Rox_King Tee_1993,0.032847222222222236,0.4417361111111112
On The Boards_Taste_1970,0.10714285714285718,0.37142857142857144
On The Brink_Dinosaur Jr_1994,0.17348484848484846,0.40075757575757576
On The Other Hand (Album Version)_Randy Travis_1986,0.05961538461538461,0.4621794871794872
On The Other Hand (Remastered Album Version)_Randy Travis_2001,0.05961538461538461,0.4621794871794872
On The Rhyme (Featuring DJ Pete Miser)_Pete Miser_1996,0.07879715522572664,0.4250061842918987
On The Road Again_Aerosmith_1991,-0.144017094017094,0.6594017094017095
On The Road Again_The Sonics_1967,0.18,0.7761111111111111
On The Wing_Owl City_2008,0.06527730723382896,0.3782997678649852
Once a Year_Beenie Man_1998,-0.03252164502164502,0.6796626984126984
Once I Had A Woman_Jimi Hendrix_1975,0.2648148148148148,0.4296296296296296
Once_Del Horno_2009,0.0696701388888889,0.410500992063492
One Fine Day_THE CHIFFONS_1963,0.3252456538170825,0.5392668178382464
One Hour Empire_Broadcast_2003,0.0,0.0
One I Love_Coldplay_2002,0.34615384615384615,0.41538461538461535
One King (Album Version)_David Phelps_2008,0.2922077922077922,0.6272727272727272
One More Chance_Bloc Party_2009,0.28246527777777775,0.5321180555555555
One More Go Round_James Taylor_1991,0.1201719576719577,0.5023015873015874
One More Night_Phil Collins_1985,0.41250000000000003,0.47291666666666665
One More Ride (Digitally Remastered)_Johnny Cash_2005,0.08162393162393163,0.3036324786324786
One More Time (Kennedy Center Homecoming Version)_The Katinas_1999,0.3681818181818182,0.5196969696969697
One Night Alone_Vixen_1988,0.0791017316017316,0.4867857142857144
One Of Our Submarines_Thomas Dolby_1982,-0.11833333333333333,0.37722222222222224
One Person At A Time_Jonny Lang_2006,0.2785714285714286,0.7240079365079365
One Scotch_ One Bourbon_ One Beer_Champion Jack Dupree_1984,-0.012962962962962975,0.337037037037037
One Shine_The Roots_1996,0.0,0.0
One the road (to Damnation)_It Dies Today_2006,-0.4233333333333333,0.4866666666666666
One Woman Man_Dave Hollister_2001,0.09596560846560845,0.5082010582010581
One Year_ Six Months_Yellowcard_2003,0.4924603174603175,0.7513227513227513
Only Lonely_Bon Jovi_1985,-0.0026785714285714247,0.6445535714285713
Only Me_Charlie Rich_2000,-0.02023809523809523,0.6904761904761904
Only One You_TG Sheppard_2002,0.11227272727272726,0.7959090909090909
Only When I'm Drunk_Tha Alkaholiks_1993,-0.1416077441077441,0.6331481481481481
Only You_Ayo_2006,0.27708333333333335,0.5954166666666667
Only You_Nana Mouskouri_1997,0.2492063492063492,0.7587301587301587
Onni_Irwin Goodman_1978,0.0,0.0
Ooh Baby (feat Lil Bandit & Royal T)_Mr Sancho_2009,-0.038125,0.4078571428571428
Ooh Wee Baby_Doyle Bramhall_2007,0.11060305435305436,0.5562169312169312
OopsI Did It Again_Britney Spears_2000,0.1327876984126984,0.47296626984126977
Open Arms_Gary Go_2009,0.1256410256410256,0.5737179487179488
Opus a Satana (Part 2)_Emperor_1997,0.1875,0.375
Orgofart_Descendents_1986,0.52,0.62
Origins And Endings_Winds Of Plague_2008,-0.0764790764790765,0.2873015873015872
OrmhÃ¤xan_Finntroll_2007,0.0,0.0
OT (Skit)_Cam'Ron_2004,0.29642857142857143,0.9
Other Side of You_DJ Harry_2004,0.0,0.0
Otra Parte De Mi (1997 Digital Remaster)_Aleks Syntek_1997,0.0,0.0
Otra vez_Abracadabra_2001,0.0,0.0
Our Darkest Days_Eighteen Visions_2006,0.03749999999999999,0.4375
Our Sand_Vusi Mahlasela_2007,-0.1638888888888889,0.44722222222222224
Ouragan_Oldelaf et Monsieur D_2006,-0.3203125,0.35
Ouroboros_Dax Riggs_2009,0.0,0.0
Out In The Street (Live In Cleveland_ Ohio)_UFO_1992,0.4045454545454545,0.49090909090909096
Out In The Street (Live) (2008 Digital Remaster)_UFO_1992,0.4045454545454545,0.49090909090909096
Out in the Streets_The Shangri-Las_1965,-0.09333333333333331,0.45375
Out In The Street_UFO_1992,0.4045454545454545,0.49090909090909096
Out In The Woods_Leon Russell_1976,-0.003562801932367137,0.530193236714976
Out Of My Darkness_Legacy Five_2009,0.15549450549450552,0.5476190476190476
Out Of The Blue_Tommy James And The Shondells_1989,0.011762820512820512,0.20621794871794863
Out Of The Danger Zone (Degarmo And Key Album Version)_DeGarmo and Key_1987,-0.18333333333333335,0.8666666666666667
Out Of This World_Black Flag_1985,-0.002083333333333332,0.4452546296296295
OUTE ENA EFHARISTO_Despina Vandi_2008,0.0,0.0
Outro_Attack Attack_1997,0.0,0.0
Outro_Rakim_1997,-0.01683982683982683,0.5230357142857143
Outro_Through the Eyes of the Dead_2005,0.0,0.0
Outside_Mariah Carey_1997,0.03599999999999997,0.37666666666666676
Outta Control_50 Cent  Mobb Deep_2005,0.04347529347529347,0.538958113958114
Ouverture_Stern_1978,0.0,0.0
Over Again (Album Version)_Cavo_2009,0.1520661157024793,0.5159090909090909
Over The Edge_Akon_2008,0.3307692307692308,0.45769230769230773
Over You (feat Joyo Velarde_ prod DJ Shadow)_Lyrics Born_2005,-0.030227272727272735,0.45500000000000007
Overdrive_Foo Fighters_2002,-0.012539682539682556,0.47134920634920635
Oversleeping_themselves_2009,-0.014183964183964183,0.42306674806674804
Owner Of My Heart (Album Version)_Sasha_2000,0.28654970760233917,0.559356725146199
Oye_Gertrudis_2005,0.0,0.0
Pacific Coast Remix_DJ Quik_2005,0.04890321484071486,0.5439873321123321
Packed Up And Took My Mind_Little Milton_1975,0.19357142857142856,0.42857142857142855
Paid Vacation_Circle Jerks_1980,0.2171875,0.50625
Paint It Black_Chris Farlowe_1966,0.1267255892255892,0.3657828282828282
Palabras De Amor(En Vivo)_La Portuaria_1997,0.0,0.0
Palavras_Nana Caymmi_1979,0.0,0.0
Panama (Album Version)_Van Halen_1999,0.07734593837535014,0.4524276377217554
Panama (Remastered Album Version)_Van Halen_1999,0.07734593837535014,0.4524276377217554
Panda Bear_Owl City_2007,0.013541666666666667,0.5760416666666666
Pantera Fans In Love_Nerf Herder_2000,0.092989417989418,0.4845238095238094
Pants_ Meet Shit_Daughters_2003,-0.13,0.34
Papa Don't Preach_Madonna_1986,0.05166847041847042,0.5096230158730158
Papa Legba (2005 Digital Remaster)_Talking Heads_1986,0.4083333333333334,0.8249999999999998
Paper Aeroplane (Live From 'Drastic Fantastic' Tour)_KT Tunstall_2007,0.031024531024531028,0.43650793650793646
Paper Thin_Leona Naess_2000,-0.10000000000000002,0.7
Paper Tigers (acoustic version)_Tom Cochrane_1997,0.09803921568627455,0.30784313725490203
Papi Chulo (Extended Mix)_Lorna_2002,-0.20000000000000004,0.41999999999999993
Paradise_Sade_1988,0.35846560846560843,0.5158730158730158
Parallel Universe (Album Version)_Red Hot Chili Peppers_1999,0.11499999999999999,0.36583333333333334
Paralyzed_The Cardigans_1998,0.14393939393939392,0.5045454545454544
Parasitic Twins_The Dillinger Escape Plan_2010,0.061006069094304366,0.42362278244631174
Parchman Farm (LP Version)_Cactus_1970,0.0,0.0
Parchman Farm_Hot Tuna_2004,0.0,0.0
Pariah_Cursed_2003,0.11666666666666665,0.39999999999999997
Parola di faliero_Inoki_2007,0.07500000000000001,0.9
Part Of Me (LP Version)_Vonray_2003,-0.27142857142857146,0.43571428571428567
Party In The Burbs_John Brown_0,0.18554769392033546,0.5609838274932614
Party In The Sky_Inspiral Carpets_1994,-0.04399999999999999,0.7563809523809523
Party Time_45 Grave_1989,0.03166666666666666,0.5055555555555555
Party_Rodney O and Joe Cooley_2002,0.18650000000000003,0.47700000000000004
Pasa el tiempo_Yahir_2004,0.0,0.0
Pass Me Not (LP Version)_Fernando Ortega_2003,-0.0062500000000000056,0.56875
Pass The Puck_Two Man Advantage_2000,0.0,0.0
Passin' Me By_The Pharcyde_1993,0.1067324561403509,0.4948026315789473
Passin' The Faith Along_Gaither Vocal Band_2001,0.3111111111111111,0.6111111111111112
Passover_Joy Division_1980,-0.08590909090909091,0.29555555555555557
Pathfinders_Elvenking_2004,0.16827938475665746,0.4634527089072544
Patricia_Mighty Mighty Bosstones_1989,-0.026046176046176064,0.5727032227032227
Paul_Eminem_1999,-0.045568783068783085,0.5368386243386243
PDA_Backstreet Boys_2009,0.04876750700280113,0.5289635854341738
Peaceful World_John Mellencamp_2001,0.10583028083028083,0.45417175417175415
Peaches (Fear of Theydon remix)_Dub Pistols feat Rodney P and Terry Hall_2007,0.13633432539682538,0.55421626984127
Pegadito_Tommy Torres_2008,0.0,0.0
Pennies From Heaven_Dean Martin_1997,0.2814814814814815,0.5925925925925926
People Like New (LP Version)_Seven Mary Three_1997,0.16106988249845391,0.5186456400742114
People Make The World_The Box Tops_1967,-0.0895833333333333,0.40708333333333346
People Never Give Up_Curtis Mayfield_1980,0.2581547619047619,0.4935714285714285
Peppermint Patty (LP Version)_Vince Guaraldi_2003,0.0,0.0
Per Colpa Tua_Noemi_2010,0.0,0.1
Perfect Moment_Darden Smith_2002,0.35029394473838915,0.5609935332157555
Perfect Motion_Sunscreem_1992,0.6346153846153846,0.6961538461538462
Perfect Peace_Twila Paris_2001,0.5416666666666666,0.7733333333333333
Perfection Design_Amoral_2009,0.3933928571428571,0.6221428571428572
Performance (Remastered)_Happy Mondays_1988,0.17903225806451611,0.4510752688172042
Permanently Lonely_Billie Jo Spears_2010,0.02792232277526395,0.5408371040723982
Persiana Americana (Live)_Soda Stereo_1987,0.0,0.0
Persuasion_Santana_1997,0.2222222222222222,0.5944444444444444
Phantoms In The Mirror_WASP_1992,0.17461538461538462,0.7238461538461538
Phillippe_James Newton Howard_1981,0.0,0.0
Phone Booth_The Robert Cray Band_1983,-0.07780401416765054,0.4924714679260134
Phorever People_Shamen_1992,0.2812111801242235,0.4464285714285714
Photographs_James Newton Howard_1999,0.0,0.0
Pianolude_Usher_1999,0.3180555555555556,0.5361111111111111
Pick Me Up On Your Way Down_Martina McBride_2005,0.10490196078431369,0.41666666666666663
Pictures To Prove It_The Mighty Mighty Bosstones_1994,0.21160714285714288,0.5116071428571428
Piece Of Mine_Be Bop Deluxe_1977,0.3649999999999999,0.5441666666666668
Piece Of My Heart_Janis Joplin_1972,0.014349785052910046,0.5565806878306878
Pienso En Ti_Shakira_1995,0.0,0.0
Pinini Reggae_SUMO_1989,0.039316239316239295,0.220940170940171
Pink World_Planet P Project_1984,-0.06563131313131315,0.2991919191919192
Pinned To The Ground (album version)_Buzzhorn_2002,0.09425019425019425,0.44094794094794093
Piranha_Bumblefoot_2008,0.11626984126984127,0.3682539682539682
Pitch In OnA Party_DJ Quik_2000,0.013838013838013835,0.5356227106227107
Planetary Takeover_Snowgoons_2009,0.048782467532467524,0.4528769841269839
Plans (Cover Version - Original by Grizzly Bear)_Band Of Horses_0,0.0,0.5714285714285714
Plasma (Album Version)_Sinch_2002,0.09166666666666667,0.5166666666666667
Plastic People_Four Tet_2010,0.0,0.0
Platoon Goons_Snowgoons_2009,0.05045137789040227,0.5651515151515153
Play That Beat_X-ecutioners_2001,-0.014849624060150382,0.5655388471177945
Play The Part_Eyes Set to Kill_2010,-0.08012422360248447,0.43074534161490696
Playboy Theme_Bob Wills_1994,0.5340909090909092,0.675
Playboy_Teena Marie_1983,0.24374375624375624,0.5837246087246086
Playgirl's Love_The Five Stairsteps_1967,0.43497942386831273,0.5449588477366254
Play_Jennifer Lopez_2001,0.024412698412698396,0.48996825396825416
Please Baby Blues_Little Junior Parker_1972,-0.15833333333333333,0.41111111111111115
Please Come Out Tonight_Phil Collins_1993,0.14236111111111113,0.49421296296296297
Please Hammer Don't Hurt 'Em_Evergreen Terrace_2002,-0.023721590909090914,0.6198863636363636
Please Heart_ You're Killing Me_Eleanor McEvoy_1996,0.13737373737373737,0.6227272727272727
Please Listen To My Demo_EPMD_1989,0.17554531490015357,0.39431643625192014
Please Love Me_BB King_1956,0.2625,0.6
Please Me (24-Bit Digitally Remastered 02)_Grand Funk_1992,0.20714285714285716,0.5857142857142857
Please Remember Me_BB King_2003,0.14111111111111108,0.39166666666666666
Please Send Me Someone To Love_Percy Mayfield_1950,0.22852272727272727,0.5087499999999999
Plejersko ponasanje_Beogradski Sindikat_2002,0.0,0.0
Pocket Calculator (2009 Digital Remaster)_Kraftwerk_1991,0.0035218253968253913,0.5900793650793651
Pocket Full Of Stars_Diesel Boy_2001,0.26875,0.43125
Pode Me Chamar_Eddie_2007,0.0,0.0
Poem To A Horse_Shakira_2001,0.17285454545454546,0.515781818181818
Point And Shoot (Demo)_Pepper_2007,0.09833333333333334,0.6283333333333332
Poisonous (Edited) (Feat Devin The Dude)_Dilated Peoples Featuring Devin The Dude_2004,-0.075652841781874,0.4229262672811059
Poker Face_Lady GaGa_2008,0.24057017543859646,0.5245614035087719
Police Opression_Bruisers_0,0.05883838383838383,0.31313131313131315
Police Story_Black Flag_1981,-0.19365079365079363,0.6269841269841269
